id_venda;cod_vendedor;cod_produto;cod_departamento;dtc_venda;qtd_venda;val_venda;num_nota
4487;5;6;1;27/02/2014;1;550;1259
4488;7;5;4;26/11/2014;1;2125.99;1226
4489;10;8;3;15/04/2014;3;875;314
4490;3;12;3;17/01/2014;3;5.3;1330
4491;3;3;1;10/06/2015;1;342.09;57
4492;5;11;5;16/08/2014;1;0.5;1032
4493;5;1;1;19/05/2014;3;25.15;693
4494;1;20;2;13/01/2014;3;350;75
4495;6;3;1;05/04/2014;2;342.09;482
4496;6;6;6;26/07/2015;2;550;641
4497;7;21;6;09/12/2015;2;2100;1146
4498;11;17;5;06/12/2015;3;1075;720
4499;12;13;1;05/01/2014;1;3.2;105
4500;3;9;2;25/11/2014;2;12.25;2
4501;9;17;3;20/06/2015;3;1075;684
4502;5;19;6;04/11/2015;3;1500;1222
4503;1;4;6;15/03/2015;1;1300;923
4504;7;5;5;13/11/2014;3;2125.99;756
4505;4;1;5;05/03/2015;1;25.15;317
4506;2;17;4;24/05/2014;3;1075;1246
4507;9;17;2;24/09/2015;2;1075;1155
4508;8;17;5;10/01/2014;1;1075;646
4509;6;17;6;04/11/2015;1;1075;24
4510;9;13;6;07/11/2014;2;3.2;1112
4511;12;7;3;12/10/2014;2;52.9;1253
4512;2;14;1;11/09/2014;3;25;29
4513;4;9;6;09/09/2014;1;12.25;11
4514;12;1;3;10/05/2015;1;25.15;810
4515;9;4;3;11/07/2015;3;1300;1200
4516;1;19;3;03/09/2015;3;1500;1336
4517;5;5;2;03/12/2014;3;2125.99;447
4518;4;16;1;22/11/2014;2;135;1153
4519;3;18;4;21/12/2015;1;850;561
4520;1;23;1;05/05/2015;2;300;279
4521;9;13;1;05/07/2014;2;3.2;906
4522;8;17;3;17/03/2015;2;1075;15
4523;1;2;4;12/04/2014;2;25.9;1333
4524;2;16;4;10/11/2015;1;135;1083
4525;2;23;5;20/07/2014;1;300;564
4526;6;12;4;26/07/2015;3;5.3;1256
4527;11;15;4;06/12/2014;2;98.5;105
4528;5;22;4;19/05/2014;3;1600;756
4529;4;23;1;21/01/2014;3;300;426
4530;4;23;3;03/08/2015;3;300;335
4531;2;9;4;10/11/2014;1;12.25;136
4532;2;8;1;04/07/2015;3;875;19
4533;4;17;6;10/07/2015;3;1075;1138
4534;5;15;2;27/11/2014;1;98.5;352
4535;1;14;6;13/12/2014;2;25;66
4536;2;13;1;23/07/2015;2;3.2;128
4537;12;11;2;20/03/2014;3;0.5;864
4538;12;23;6;17/08/2015;1;300;1065
4539;6;4;5;23/10/2015;2;1300;1269
4540;7;20;1;06/01/2015;2;350;408
4541;8;20;2;07/02/2015;2;350;1277
4542;10;6;6;15/06/2015;2;550;19
4543;10;7;3;01/12/2015;1;52.9;146
4544;12;15;3;24/07/2015;2;98.5;1432
4545;5;9;1;16/04/2014;3;12.25;994
4546;9;1;6;19/04/2015;3;25.15;228
4547;6;2;4;27/06/2015;1;25.9;1188
4548;1;3;1;12/10/2015;3;342.09;52
4549;1;22;6;15/02/2014;3;1600;674
4550;10;16;3;14/09/2014;2;135;480
4551;2;4;5;08/08/2015;1;1300;1281
4552;12;9;2;07/05/2014;1;12.25;1153
4553;7;3;3;16/04/2014;2;342.09;1498
4554;5;21;2;01/09/2015;2;2100;881
4555;12;18;6;06/07/2014;3;850;708
4556;11;12;2;13/02/2014;2;5.3;837
4557;11;10;5;22/05/2014;2;2.15;322
4558;12;9;2;24/04/2015;3;12.25;1355
4559;8;12;5;24/08/2014;3;5.3;979
4560;12;20;6;04/07/2015;1;350;1311
4561;9;12;1;01/03/2015;3;5.3;519
4562;1;9;1;05/05/2015;2;12.25;836
4563;7;1;5;17/10/2014;3;25.15;436
4564;1;18;3;28/04/2015;3;850;716
4565;4;19;1;14/03/2015;3;1500;876
4566;3;1;5;24/09/2014;2;25.15;1152
4567;6;2;5;05/01/2015;2;25.9;1111
4568;11;18;4;08/08/2014;2;850;340
4569;12;17;6;09/06/2014;3;1075;1116
4570;5;2;4;19/02/2015;2;25.9;1093
4571;9;20;2;28/04/2015;2;350;906
4572;2;19;5;18/10/2015;3;1500;487
4573;9;19;6;05/12/2014;2;1500;782
4574;5;2;6;20/05/2014;2;25.9;1268
4575;3;3;5;01/09/2015;1;342.09;386
4576;4;9;4;25/06/2015;1;12.25;333
4577;1;7;5;16/12/2015;3;52.9;1131
4578;8;6;3;05/07/2015;2;550;1117
4579;12;4;1;16/01/2014;2;1300;404
4580;6;21;5;26/06/2015;2;2100;208
4581;9;18;2;11/09/2015;3;850;720
4582;6;19;5;01/01/2015;1;1500;178
4583;12;9;1;06/02/2014;3;12.25;850
4584;7;21;2;16/02/2015;1;2100;1169
4585;7;20;6;21/02/2015;3;350;841
4586;3;11;5;03/10/2014;1;0.5;483
4587;7;20;3;21/08/2015;1;350;277
4588;8;9;4;10/09/2015;3;12.25;294
4589;1;7;1;18/01/2014;2;52.9;1366
4590;11;19;6;14/03/2015;2;1500;1178
4591;9;5;6;21/03/2014;3;2125.99;592
4592;8;8;1;12/06/2014;2;875;284
4593;12;6;5;04/10/2015;3;550;696
4594;6;23;4;06/01/2014;1;300;1072
4595;12;7;3;21/01/2015;2;52.9;488
4596;3;18;3;20/07/2015;2;850;314
4597;10;19;6;21/07/2015;2;1500;501
4598;3;10;5;22/01/2014;3;2.15;995
4599;4;11;5;28/06/2014;1;0.5;1361
4600;2;4;1;20/11/2015;2;1300;556
4601;7;15;5;20/04/2014;3;98.5;1368
4602;2;20;5;18/10/2014;3;350;1016
4603;9;14;6;02/03/2015;3;25;384
4604;2;20;2;25/05/2014;2;350;1237
4605;12;20;1;10/05/2015;2;350;366
4606;1;18;6;05/03/2015;1;850;1314
4607;4;10;6;21/12/2014;2;2.15;772
4608;8;15;1;16/11/2014;2;98.5;159
4609;5;16;6;15/06/2014;1;135;1437
4610;7;6;6;17/11/2015;1;550;152
4611;8;17;5;20/03/2014;2;1075;773
4612;11;17;4;25/05/2014;1;1075;530
4613;7;10;4;06/11/2015;3;2.15;297
4614;11;23;4;04/04/2015;1;300;169
4615;9;18;1;01/09/2014;3;850;955
4616;6;6;3;11/01/2014;2;550;1457
4617;12;9;2;28/12/2014;2;12.25;1305
4618;6;20;4;12/10/2014;2;350;520
4619;5;17;4;24/01/2015;3;1075;827
4620;11;2;2;25/10/2014;1;25.9;406
4621;11;6;6;02/04/2015;3;550;21
4622;11;16;6;05/03/2014;2;135;556
4623;7;22;4;04/06/2014;2;1600;558
4624;11;2;6;07/11/2015;3;25.9;508
4625;9;16;4;25/05/2015;3;135;1034
4626;1;15;6;13/02/2015;3;98.5;1253
4627;11;1;6;06/12/2014;3;25.15;182
4628;4;11;3;08/03/2014;2;0.5;379
4629;8;18;1;19/02/2015;2;850;291
4630;5;6;4;17/04/2014;2;550;81
4631;10;6;4;24/01/2015;1;550;685
4632;7;14;4;06/08/2015;1;25;1300
4633;9;16;1;28/07/2014;2;135;1123
4634;12;14;5;11/08/2014;2;25;792
4635;5;14;3;06/04/2015;1;25;552
4636;5;20;3;04/03/2015;3;350;1412
4637;8;23;5;10/12/2015;1;300;1399
4638;6;17;6;10/11/2014;1;1075;922
4639;3;23;6;09/08/2014;2;300;501
4640;1;7;1;25/06/2014;3;52.9;384
4641;5;23;6;27/07/2014;2;300;457
4642;2;13;5;28/07/2015;3;3.2;1179
4643;9;1;3;10/12/2015;1;25.15;392
4644;9;10;5;21/03/2014;1;2.15;1408
4645;9;3;2;20/06/2015;3;342.09;872
4646;4;17;5;21/10/2015;1;1075;633
4647;9;16;5;26/05/2015;2;135;35
4648;3;11;6;16/02/2015;3;0.5;35
4649;11;18;5;19/12/2014;3;850;157
4650;4;6;4;05/03/2015;3;550;838
4651;10;1;6;16/01/2014;2;25.15;455
4652;9;18;1;13/08/2014;3;850;840
4653;5;3;2;27/08/2015;1;342.09;846
4654;6;19;5;03/07/2014;1;1500;231
4655;2;18;3;21/12/2015;1;850;191
4656;5;3;2;06/11/2015;1;342.09;1189
4657;2;13;3;03/03/2014;1;3.2;661
4658;8;1;1;05/05/2015;1;25.15;1493
4659;3;15;3;01/01/2015;3;98.5;969
4660;9;6;5;06/04/2015;1;550;498
4661;8;22;2;13/01/2015;1;1600;93
4662;5;15;6;18/05/2014;3;98.5;966
4663;1;7;6;23/10/2015;1;52.9;77
4664;11;13;4;28/02/2014;1;3.2;579
4665;2;10;4;25/08/2014;3;2.15;31
4666;12;11;6;08/08/2014;2;0.5;818
4667;2;5;4;04/08/2014;3;2125.99;568
4668;5;8;2;13/12/2014;3;875;524
4669;1;7;2;15/04/2014;1;52.9;1290
4670;9;9;6;08/06/2014;1;12.25;786
4671;7;5;5;26/02/2014;3;2125.99;502
4672;9;22;6;09/04/2015;1;1600;665
4673;8;5;5;14/09/2015;3;2125.99;975
4674;10;22;1;13/05/2014;1;1600;1102
4675;8;9;3;04/07/2015;1;12.25;519
4676;5;20;5;09/11/2015;1;350;14
4677;7;2;1;03/04/2015;2;25.9;1341
4678;3;12;5;08/01/2014;2;5.3;280
4679;8;4;4;13/01/2015;1;1300;770
4680;4;17;3;16/05/2015;1;1075;641
4681;10;23;1;08/12/2015;1;300;43
4682;8;3;3;09/01/2015;1;342.09;104
4683;4;3;4;17/10/2014;3;342.09;785
4684;10;9;5;21/12/2014;1;12.25;1112
4685;6;6;1;27/05/2015;2;550;959
4686;3;14;6;19/02/2014;1;25;34
4687;8;7;3;16/02/2014;1;52.9;1453
4688;11;23;4;25/09/2015;3;300;1426
4689;2;1;1;19/01/2014;2;25.15;663
4690;10;1;5;16/09/2014;1;25.15;367
4691;7;16;6;22/12/2014;2;135;590
4692;2;22;2;10/05/2014;1;1600;151
4693;2;5;3;03/12/2015;2;2125.99;1449
4694;2;4;6;13/01/2015;2;1300;391
4695;8;19;2;20/12/2014;2;1500;1
4696;8;20;1;06/07/2015;3;350;131
4697;2;22;4;05/01/2015;3;1600;539
4698;6;16;6;20/02/2014;1;135;1051
4699;1;10;5;13/06/2014;1;2.15;327
4700;2;21;4;12/08/2015;2;2100;366
4701;2;21;5;25/10/2014;3;2100;1461
4702;7;20;4;10/05/2014;3;350;1233
4703;7;19;6;09/11/2014;2;1500;365
4704;2;6;4;12/09/2014;3;550;697
4705;5;7;6;13/06/2015;3;52.9;280
4706;3;13;2;02/05/2015;1;3.2;555
4707;2;4;3;04/04/2014;2;1300;1236
4708;6;22;6;23/03/2014;1;1600;437
4709;2;7;5;23/02/2014;1;52.9;816
4710;5;16;2;10/05/2014;3;135;1372
4711;7;16;2;15/08/2014;1;135;966
4712;5;10;2;12/06/2014;3;2.15;663
4713;8;13;6;10/01/2015;1;3.2;451
4714;5;19;6;05/07/2014;2;1500;1307
4715;2;17;6;02/11/2015;2;1075;1066
4716;4;12;5;26/03/2015;3;5.3;1060
4717;12;23;4;14/09/2015;2;300;324
4718;8;11;2;03/03/2014;2;0.5;1254
4719;3;14;1;22/05/2015;3;25;8
4720;5;23;2;13/03/2015;3;300;1409
4721;9;6;1;02/09/2014;3;550;1012
4722;11;2;5;02/01/2015;3;25.9;1353
4723;5;14;1;02/11/2014;2;25;1435
4724;5;9;3;25/02/2014;2;12.25;394
4725;12;6;3;02/02/2014;2;550;822
4726;2;4;4;04/12/2014;3;1300;1101
4727;4;13;4;17/09/2015;2;3.2;731
4728;12;21;3;09/08/2014;1;2100;482
4729;4;7;3;07/08/2014;3;52.9;53
4730;2;15;2;05/06/2014;2;98.5;73
4731;1;10;1;22/11/2015;3;2.15;420
4732;7;21;3;11/11/2014;3;2100;391
4733;10;2;3;19/01/2015;1;25.9;887
4734;1;3;2;11/06/2014;1;342.09;867
4735;8;15;3;02/09/2015;2;98.5;1446
4736;9;10;6;20/04/2015;2;2.15;152
4737;2;11;2;05/12/2015;3;0.5;677
4738;5;13;3;23/11/2014;1;3.2;980
4739;8;13;4;03/07/2015;2;3.2;83
4740;12;15;4;21/05/2015;2;98.5;1171
4741;11;7;5;08/06/2015;1;52.9;890
4742;5;2;3;06/05/2014;3;25.9;647
4743;4;11;5;24/06/2015;3;0.5;714
4744;12;3;2;08/12/2015;1;342.09;799
4745;12;18;3;17/02/2014;1;850;282
4746;11;1;3;22/12/2015;2;25.15;939
4747;2;22;1;11/01/2014;2;1600;210
4748;4;7;5;20/06/2014;2;52.9;429
4749;12;19;5;13/11/2015;2;1500;615
4750;2;17;6;21/03/2014;3;1075;135
4751;5;23;2;04/12/2015;3;300;750
4752;12;1;6;13/11/2015;3;25.15;971
4753;1;10;3;26/07/2014;1;2.15;1378
4754;3;7;6;27/04/2014;2;52.9;1464
4755;6;21;5;14/03/2014;1;2100;169
4756;12;22;5;27/04/2014;2;1600;740
4757;4;13;4;15/08/2014;1;3.2;1190
4758;8;23;3;18/04/2014;2;300;1012
4759;12;19;6;10/07/2015;2;1500;1252
4760;10;1;6;26/02/2014;2;25.15;857
4761;8;6;5;05/01/2015;1;550;1099
4762;12;9;5;06/09/2014;2;12.25;153
4763;4;17;1;14/08/2014;3;1075;649
4764;2;2;6;16/08/2014;2;25.9;975
4765;1;3;2;24/02/2015;1;342.09;1464
4766;12;17;5;06/01/2014;1;1075;1428
4767;5;12;4;19/09/2015;1;5.3;616
4768;2;23;6;09/03/2015;2;300;577
4769;1;20;1;01/01/2014;1;350;480
4770;8;19;4;08/09/2015;2;1500;863
4771;1;16;6;01/09/2014;3;135;1459
4772;11;20;3;06/09/2015;1;350;874
4773;3;15;5;14/10/2014;3;98.5;548
4774;8;20;4;06/05/2014;3;350;355
4775;6;14;4;23/12/2014;3;25;492
4776;2;12;5;11/10/2014;1;5.3;268
4777;11;20;4;10/06/2015;2;350;257
4778;12;16;1;28/03/2014;3;135;1376
4779;5;12;1;16/03/2015;1;5.3;925
4780;4;11;4;10/05/2015;2;0.5;1370
4781;3;14;5;28/10/2015;2;25;388
4782;1;22;2;11/09/2015;2;1600;319
4783;6;5;3;22/06/2015;3;2125.99;833
4784;1;13;5;15/05/2015;3;3.2;592
4785;6;8;6;12/11/2014;2;875;1121
4786;12;7;4;18/06/2014;1;52.9;1310
4787;3;13;1;06/11/2014;3;3.2;901
4788;1;21;6;12/04/2014;2;2100;1318
4789;1;9;3;21/09/2015;3;12.25;297
4790;5;11;2;20/03/2014;3;0.5;902
4791;2;19;2;16/01/2014;3;1500;1319
4792;10;21;6;12/08/2015;2;2100;362
4793;6;13;2;15/10/2014;1;3.2;304
4794;4;15;5;05/06/2015;3;98.5;1147
4795;11;13;4;22/04/2014;3;3.2;644
4796;6;15;6;20/12/2014;1;98.5;192
4797;11;2;1;11/01/2015;2;25.9;1337
4798;6;21;2;03/10/2014;1;2100;562
4799;7;1;1;20/09/2015;3;25.15;1210
4800;6;3;6;16/08/2014;1;342.09;561
4801;2;13;3;02/03/2014;2;3.2;419
4802;5;3;2;26/02/2014;3;342.09;844
4803;10;16;3;17/04/2015;2;135;162
4804;9;1;2;12/03/2015;3;25.15;1243
4805;7;15;1;25/04/2015;3;98.5;1478
4806;5;15;1;15/04/2014;1;98.5;261
4807;6;9;5;10/12/2015;1;12.25;1173
4808;5;8;4;17/02/2014;3;875;653
4809;9;11;6;03/02/2015;3;0.5;98
4810;6;1;5;23/10/2014;3;25.15;1060
4811;1;18;6;01/03/2014;1;850;608
4812;7;2;1;08/11/2014;3;25.9;406
4813;7;19;5;22/02/2014;2;1500;344
4814;11;16;6;28/02/2015;3;135;1163
4815;9;13;6;23/03/2015;2;3.2;636
4816;9;18;6;16/10/2015;3;850;17
4817;12;18;2;15/01/2015;2;850;969
4818;2;7;2;28/02/2014;1;52.9;660
4819;6;21;5;22/07/2014;1;2100;1308
4820;11;12;4;17/02/2015;2;5.3;497
4821;8;14;5;26/04/2015;3;25;475
4822;7;2;6;02/09/2015;2;25.9;413
4823;5;7;6;07/03/2015;3;52.9;524
4824;12;18;4;14/08/2014;3;850;169
4825;7;16;3;13/05/2015;3;135;414
4826;11;9;4;11/01/2015;2;12.25;1137
4827;2;13;3;18/08/2014;1;3.2;454
4828;3;22;2;14/07/2015;3;1600;223
4829;3;5;4;21/06/2014;1;2125.99;696
4830;12;6;2;22/12/2015;3;550;1221
4831;10;1;3;24/03/2014;3;25.15;1358
4832;2;5;4;26/02/2015;2;2125.99;797
4833;5;14;4;18/03/2015;2;25;540
4834;11;5;4;18/07/2015;2;2125.99;420
4835;4;12;3;08/01/2015;2;5.3;616
4836;3;22;6;21/08/2015;2;1600;1118
4837;2;18;1;15/05/2014;2;850;958
4838;8;9;3;17/12/2014;2;12.25;719
4839;7;15;1;22/04/2015;1;98.5;1273
4840;3;17;3;03/05/2014;2;1075;1138
4841;6;18;5;21/04/2015;2;850;1035
4842;3;9;4;16/05/2015;1;12.25;121
4843;1;11;4;19/03/2014;1;0.5;1489
4844;11;23;2;23/07/2015;3;300;5
4845;6;20;3;25/05/2015;2;350;833
4846;5;21;6;20/11/2014;1;2100;680
4847;11;18;6;05/01/2015;2;850;12
4848;2;11;4;17/08/2014;3;0.5;436
4849;2;16;1;25/11/2014;3;135;539
4850;8;17;5;13/02/2015;1;1075;885
4851;8;21;2;18/11/2015;2;2100;832
4852;6;11;1;06/08/2015;3;0.5;688
4853;7;5;3;22/01/2015;2;2125.99;1021
4854;6;6;1;18/11/2015;2;550;427
4855;6;20;6;11/02/2014;2;350;468
4856;7;17;1;16/04/2015;1;1075;387
4857;9;2;5;15/06/2014;3;25.9;1153
4858;2;7;3;06/05/2014;2;52.9;624
4859;12;4;2;07/07/2015;1;1300;378
4860;10;9;4;10/07/2014;2;12.25;364
4861;1;9;2;19/12/2015;2;12.25;168
4862;7;7;1;18/06/2015;1;52.9;1203
4863;7;23;6;07/03/2014;1;300;1310
4864;7;10;6;22/06/2015;3;2.15;1115
4865;1;4;5;19/08/2014;1;1300;425
4866;3;3;4;21/08/2015;2;342.09;1051
4867;5;5;6;08/04/2015;2;2125.99;356
4868;9;3;5;24/09/2015;2;342.09;1388
4869;2;9;2;22/08/2014;1;12.25;978
4870;5;18;1;06/11/2014;2;850;666
4871;7;1;5;14/09/2014;1;25.15;1067
4872;7;10;5;28/05/2014;1;2.15;615
4873;1;23;6;15/04/2015;3;300;36
4874;10;13;4;20/02/2014;3;3.2;648
4875;10;5;1;27/05/2015;1;2125.99;1382
4876;1;21;1;08/01/2014;1;2100;322
4877;3;13;3;09/03/2014;2;3.2;1260
4878;8;7;2;22/01/2015;1;52.9;723
4879;7;9;6;12/10/2014;1;12.25;262
4880;8;15;6;15/08/2015;1;98.5;1299
4881;7;21;3;21/12/2015;1;2100;1051
4882;9;10;1;05/03/2015;2;2.15;1439
4883;10;21;5;25/03/2015;3;2100;547
4884;7;6;5;09/11/2014;2;550;169
4885;5;10;5;24/06/2015;2;2.15;281
4886;7;12;3;24/12/2015;3;5.3;535
4887;1;5;5;05/07/2014;1;2125.99;1094
4888;3;5;2;25/11/2014;2;2125.99;42
4889;6;6;5;04/10/2015;2;550;224
4890;2;15;2;18/03/2015;3;98.5;76
4891;4;9;6;08/11/2015;2;12.25;574
4892;8;20;2;24/07/2015;3;350;917
4893;7;7;5;03/02/2014;1;52.9;512
4894;11;19;3;09/12/2015;3;1500;854
4895;1;3;2;07/12/2015;3;342.09;846
4896;7;10;4;16/02/2015;3;2.15;1202
4897;10;6;4;05/10/2015;3;550;672
4898;5;4;3;13/08/2015;3;1300;105
4899;3;20;3;03/10/2015;1;350;253
4900;8;11;1;23/04/2014;2;0.5;672
4901;5;13;5;28/08/2014;3;3.2;155
4902;2;4;6;04/03/2015;2;1300;716
4903;1;13;3;03/08/2015;2;3.2;110
4904;1;9;3;07/02/2015;3;12.25;45
4905;3;8;3;09/07/2014;2;875;389
4906;11;22;5;07/06/2015;2;1600;1172
4907;5;20;6;28/11/2015;1;350;667
4908;2;19;6;05/01/2015;2;1500;1098
4909;1;3;3;20/05/2014;3;342.09;1155
4910;7;2;1;02/06/2014;3;25.9;715
4911;1;1;6;21/04/2015;3;25.15;347
4912;12;19;6;03/03/2015;3;1500;36
4913;11;14;5;22/10/2014;3;25;665
4914;12;21;6;04/06/2014;1;2100;889
4915;2;7;5;24/08/2014;1;52.9;781
4916;11;14;5;01/04/2014;3;25;1355
4917;10;16;5;16/06/2015;3;135;108
4918;10;23;1;25/11/2015;1;300;1133
4919;2;21;4;06/09/2014;1;2100;595
4920;12;10;4;19/01/2014;2;2.15;758
4921;5;4;6;15/01/2014;2;1300;411
4922;3;13;1;01/09/2015;1;3.2;166
4923;10;19;3;27/07/2015;3;1500;412
4924;10;20;4;06/09/2014;2;350;1471
4925;11;10;5;15/11/2015;1;2.15;1105
4926;12;7;2;23/11/2015;2;52.9;571
4927;4;20;1;13/09/2015;1;350;157
4928;8;7;2;16/06/2015;2;52.9;695
4929;11;13;5;18/09/2014;3;3.2;798
4930;7;21;2;20/01/2014;1;2100;1119
4931;2;22;4;23/10/2014;1;1600;85
4932;12;2;1;04/05/2015;3;25.9;1150
4933;1;1;5;02/05/2015;1;25.15;1220
4934;3;7;1;10/04/2014;1;52.9;31
4935;11;4;1;20/03/2015;3;1300;1215
4936;4;22;3;21/02/2015;3;1600;321
4937;4;14;3;19/05/2015;3;25;924
4938;10;21;6;15/11/2015;1;2100;1370
4939;2;13;3;22/11/2014;2;3.2;218
4940;4;18;4;15/09/2015;1;850;899
4941;8;17;2;13/04/2015;3;1075;415
4942;10;20;5;17/08/2014;1;350;520
4943;9;16;4;17/07/2014;1;135;1287
4944;2;19;1;06/10/2015;1;1500;1265
4945;9;5;1;13/10/2014;3;2125.99;949
4946;4;17;4;15/09/2015;1;1075;1209
4947;8;10;3;09/02/2014;1;2.15;763
4948;7;18;5;26/04/2015;1;850;874
4949;8;18;5;24/04/2014;1;850;795
4950;12;18;5;09/09/2015;2;850;1194
4951;2;2;4;06/12/2014;3;25.9;382
4952;9;16;2;10/05/2015;2;135;373
4953;7;11;6;26/07/2014;2;0.5;237
4954;1;15;4;09/11/2015;2;98.5;892
4955;1;11;5;15/01/2015;1;0.5;460
4956;4;12;6;15/10/2014;2;5.3;632
4957;1;17;2;07/09/2015;3;1075;314
4958;8;1;3;21/02/2015;3;25.15;951
4959;9;2;5;24/07/2015;1;25.9;439
4960;10;19;5;27/04/2014;1;1500;1147
4961;9;8;3;22/12/2014;1;875;1377
4962;3;21;6;13/12/2014;2;2100;587
4963;7;6;5;04/12/2015;1;550;1024
4964;5;19;5;18/03/2014;2;1500;596
4965;10;2;1;23/05/2014;2;25.9;1481
4966;3;15;4;18/11/2014;3;98.5;341
4967;8;8;5;14/02/2015;2;875;280
4968;7;11;4;13/01/2014;3;0.5;1015
4969;7;9;5;21/04/2015;1;12.25;126
4970;10;12;1;15/05/2014;2;5.3;1432
4971;5;17;3;19/11/2015;3;1075;510
4972;4;8;3;27/09/2015;3;875;833
4973;6;10;1;28/09/2015;2;2.15;1072
4974;10;2;4;15/10/2014;1;25.9;545
4975;6;11;6;14/03/2015;1;0.5;1323
4976;12;15;1;24/08/2014;1;98.5;753
4977;2;3;3;25/02/2015;2;342.09;916
4978;4;9;1;19/06/2014;2;12.25;785
4979;10;18;6;15/03/2014;3;850;661
4980;2;9;5;22/01/2015;2;12.25;413
4981;6;17;5;08/01/2015;2;1075;641
4982;10;5;2;03/03/2015;3;2125.99;72
4983;6;11;2;20/09/2014;2;0.5;1332
4984;6;10;3;07/07/2015;2;2.15;774
4985;5;2;3;03/01/2014;1;25.9;18
4986;12;6;3;26/01/2015;3;550;369
4987;9;5;3;12/11/2015;2;2125.99;465
4988;6;15;6;08/10/2014;2;98.5;288
4989;6;10;1;13/05/2015;2;2.15;922
4990;9;13;5;04/12/2015;2;3.2;374
4991;6;10;5;10/09/2015;3;2.15;644
4992;5;11;5;16/03/2015;3;0.5;465
4993;6;22;4;14/09/2015;2;1600;290
4994;9;14;5;02/06/2015;1;25;329
4995;9;5;2;19/04/2015;2;2125.99;2
4996;5;9;2;07/10/2014;3;12.25;1162
4997;4;20;2;07/07/2014;1;350;476
4998;5;23;5;11/06/2014;3;300;692
4999;7;1;3;07/09/2015;1;25.15;585
5000;1;2;6;17/02/2015;1;25.9;1365
5001;9;3;2;19/11/2015;1;342.09;939
5002;7;20;5;20/09/2014;1;350;325
5003;1;22;1;21/09/2014;2;1600;620
5004;1;2;3;02/01/2014;2;25.9;1034
5005;3;8;5;26/08/2015;1;875;228
5006;7;9;6;02/03/2015;3;12.25;291
5007;2;23;6;21/01/2015;3;300;933
5008;7;12;3;27/12/2015;3;5.3;856
5009;8;14;5;15/06/2015;2;25;935
5010;1;6;1;23/05/2014;2;550;890
5011;5;15;3;14/01/2015;2;98.5;551
5012;2;15;4;09/01/2014;2;98.5;450
5013;8;6;4;02/04/2014;3;550;712
5014;3;1;3;08/01/2015;2;25.15;1293
5015;5;7;6;10/04/2014;2;52.9;1081
5016;9;18;6;12/04/2015;1;850;339
5017;11;10;2;14/03/2015;1;2.15;1479
5018;2;2;4;22/08/2014;3;25.9;490
5019;5;8;4;28/08/2014;3;875;1430
5020;9;7;6;20/04/2015;1;52.9;1488
5021;8;21;4;11/09/2015;3;2100;1368
5022;8;1;4;17/08/2014;1;25.15;1204
5023;1;20;2;09/03/2014;1;350;40
5024;5;5;2;10/08/2014;1;2125.99;685
5025;7;2;2;25/08/2015;2;25.9;1237
5026;3;11;5;26/11/2015;3;0.5;42
5027;3;17;3;25/06/2015;1;1075;1268
5028;4;4;3;10/02/2014;3;1300;812
5029;5;5;4;18/09/2015;1;2125.99;1379
5030;12;17;1;13/07/2015;1;1075;1013
5031;4;11;5;24/07/2014;3;0.5;415
5032;5;8;2;21/04/2014;2;875;423
5033;5;8;1;09/07/2015;1;875;174
5034;12;20;5;07/05/2015;2;350;1218
5035;10;8;1;07/08/2014;3;875;343
5036;3;17;5;09/01/2015;2;1075;1239
5037;1;12;2;12/07/2015;3;5.3;312
5038;7;6;5;21/03/2015;1;550;27
5039;8;23;4;13/11/2014;3;300;939
5040;1;9;1;13/08/2015;3;12.25;155
5041;9;9;2;09/04/2015;3;12.25;618
5042;12;22;1;04/01/2014;1;1600;445
5043;7;16;5;17/02/2014;2;135;1429
5044;2;13;5;20/12/2015;2;3.2;999
5045;8;2;2;21/12/2015;2;25.9;1063
5046;8;14;2;20/02/2014;2;25;661
5047;10;10;6;13/02/2014;2;2.15;672
5048;4;16;6;08/11/2015;2;135;1152
5049;4;18;2;15/10/2015;2;850;4
5050;7;9;5;07/11/2014;3;12.25;451
5051;1;16;2;01/03/2014;2;135;507
5052;5;11;3;28/04/2015;3;0.5;578
5053;6;16;3;18/06/2014;1;135;1404
5054;5;9;5;03/10/2015;1;12.25;762
5055;2;22;6;19/04/2014;3;1600;1104
5056;7;5;6;07/11/2014;2;2125.99;981
5057;7;23;2;06/01/2014;3;300;1242
5058;3;7;1;06/11/2014;3;52.9;450
5059;12;6;4;18/01/2014;2;550;1060
5060;7;11;1;12/06/2015;3;0.5;24
5061;10;2;2;14/07/2015;1;25.9;215
5062;2;6;1;25/10/2014;1;550;34
5063;3;7;1;24/07/2015;2;52.9;211
5064;11;23;4;10/06/2014;2;300;765
5065;7;13;3;26/12/2014;1;3.2;885
5066;2;4;4;07/08/2014;3;1300;378
5067;5;2;2;08/09/2015;2;25.9;424
5068;11;13;4;12/12/2015;1;3.2;367
5069;5;20;4;22/12/2015;2;350;1121
5070;2;19;6;10/11/2014;2;1500;1442
5071;8;11;4;25/08/2014;1;0.5;191
5072;1;10;5;21/11/2014;2;2.15;1383
5073;5;13;1;13/02/2015;3;3.2;1306
5074;1;2;2;10/12/2014;3;25.9;319
5075;1;18;4;12/06/2015;3;850;1254
5076;4;21;4;08/11/2015;2;2100;1043
5077;5;5;2;09/12/2014;1;2125.99;1450
5078;10;11;1;24/11/2014;3;0.5;1256
